Gene stable ID,Gene name,Zebrafish gene stable ID,Zebrafish gene name,Zebrafish homology type,"Zebrafish orthology confidence [0 low, 1 high]",Zebrafish Gene-order conservation score
ENSG00000285879,,,,,,
ENSG00000200842,Y_RNA,,,,,
ENSG00000305502,,,,,,
ENSG00000303309,,,,,,
ENSG00000207123,Y_RNA,,,,,
ENSG00000287744,,,,,,
ENSG00000266066,POLRMTP1,,,,,
ENSG00000305507,,,,,,
ENSG00000303318,,,,,,
ENSG00000108984,MAP2K6,ENSDARG00000099184,map2k6,ortholog_one2one,1,0
ENSG00000305510,,,,,,
ENSG00000197016,ZNF470,,,,,
ENSG00000231170,PDK4-AS1,,,,,
ENSG00000224846,NQO2-AS1,,,,,
ENSG00000248587,GDNF-AS1,,,,,
ENSG00000168887,C2orf68,ENSDARG00000059459,C5H2orf68,ortholog_one2one,1,50
ENSG00000303323,,,,,,
ENSG00000303332,,,,,,
ENSG00000271810,,,,,,
ENSG00000303344,,,,,,
ENSG00000303351,,,,,,
ENSG00000268847,SIGLEC31P,,,,,
ENSG00000303354,,,,,,
ENSG00000303358,,,,,,
ENSG00000197951,ZNF71,,,,,
ENSG00000232031,,,,,,
ENSG00000115523,GNLY,,,,,
ENSG00000234352,,,,,,
ENSG00000286339,,,,,,
ENSG00000201867,Y_RNA,,,,,
ENSG00000181214,OR8G2P,,,,,
ENSG00000184599,TAFA3,ENSDARG00000079446,tafa3a,ortholog_one2many,1,50
ENSG00000184599,TAFA3,ENSDARG00000020292,tafa3b,ortholog_one2many,0,25
ENSG00000293626,,,,,,
ENSG00000252556,RNU6-256P,,,,,
ENSG00000286497,,,,,,
ENSG00000269793,ZIM2-AS1,,,,,
ENSG00000303372,,,,,,
ENSG00000207971,MIR125B1,ENSDARG00000081350,mir125b-1,ortholog_one2many,1,
ENSG00000207971,MIR125B1,ENSDARG00000080032,mir125b-2,ortholog_one2many,1,
ENSG00000259571,BLID,,,,,
ENSG00000303414,,,,,,
ENSG00000268182,SMIM17,,,,,
ENSG00000303420,,,,,,
ENSG00000293224,,,,,,
ENSG00000198975,MIRLET7A2,ENSDARG00000081785,mirlet7a-2,ortholog_one2one,1,
ENSG00000207994,MIR100,,,,,
ENSG00000252776,RNU4ATAC10P,,,,,
ENSG00000253035,RNU4ATAC5P,,,,,
ENSG00000126746,ZNF384,ENSDARG00000089032,znf384b,ortholog_one2many,0,0
ENSG00000126746,ZNF384,ENSDARG00000001015,znf384a,ortholog_one2many,1,0
ENSG00000127903,ZNF835,,,,,
ENSG00000110076,NRXN2,ENSDARG00000113112,NRXN2,ortholog_one2one,1,0
ENSG00000249167,SEMA6A-AS2,,,,,
ENSG00000303443,,,,,,
ENSG00000234790,NUTF2P4,,,,,
ENSG00000286125,,,,,,
ENSG00000155363,MOV10,ENSDARG00000056065,mov10b.2,ortholog_one2many,0,25
ENSG00000155363,MOV10,ENSDARG00000061177,mov10b.1,ortholog_one2many,0,25
ENSG00000155363,MOV10,ENSDARG00000015829,mov10a,ortholog_one2many,1,100
ENSG00000198221,AFDN-DT,,,,,
ENSG00000250032,,,,,,
ENSG00000305549,,,,,,
ENSG00000305555,,,,,,
ENSG00000308956,,,,,,
ENSG00000305556,,,,,,
ENSG00000267184,,,,,,
ENSG00000308963,,,,,,
ENSG00000249738,,,,,,
ENSG00000308970,,,,,,
ENSG00000108669,CYTH1,ENSDARG00000076742,cyth1a,ortholog_one2many,1,100
ENSG00000108669,CYTH1,ENSDARG00000021488,cyth1b,ortholog_one2many,1,50
ENSG00000308979,,,,,,
ENSG00000261617,LINC02177,,,,,
ENSG00000203363,GPR160P1,,,,,
ENSG00000169507,SLC38A11,ENSDARG00000040257,slc38a11,ortholog_one2one,1,50
ENSG00000308984,,,,,,
ENSG00000236708,SDK1-AS1,,,,,
ENSG00000308992,,,,,,
ENSG00000233108,GLCCI1-DT,,,,,
ENSG00000268895,A1BG-AS1,,,,,
ENSG00000293038,,,,,,
ENSG00000225209,,,,,,
ENSG00000268049,,,,,,
ENSG00000269054,ZNF497-AS1,,,,,
ENSG00000269106,,,,,,
ENSG00000273901,,,,,,
ENSG00000269349,,,,,,
ENSG00000268886,,,,,,
ENSG00000269825,,,,,,
ENSG00000309036,,,,,,
ENSG00000291139,DPY19L2P2,,,,,
ENSG00000248539,LINC02117,,,,,
ENSG00000152292,SH2D6,,,,,
ENSG00000305591,,,,,,
ENSG00000250258,,,,,,
ENSG00000305594,,,,,,
ENSG00000305607,,,,,,
ENSG00000280776,LINC01202,,,,,
ENSG00000246763,RGMB-AS1,,,,,
ENSG00000167766,ZNF83,,,,,
ENSG00000286841,,,,,,
ENSG00000151067,CACNA1C,ENSDARG00000008398,cacna1c,ortholog_one2one,1,50
ENSG00000108946,PRKAR1A,ENSDARG00000101755,prkar1ab,ortholog_one2many,0,25
ENSG00000108946,PRKAR1A,ENSDARG00000076128,prkar1aa,ortholog_one2many,1,50
ENSG00000259846,,,,,,
ENSG00000289748,,,,,,
ENSG00000268108,,,,,,
ENSG00000305691,,,,,,
ENSG00000269021,SIGLEC24P,,,,,
ENSG00000305702,,,,,,
ENSG00000293015,,,,,,
ENSG00000244384,RN7SL359P,,,,,
ENSG00000132002,DNAJB1,ENSDARG00000020953,dnajb6b,ortholog_many2many,0,0
ENSG00000132002,DNAJB1,ENSDARG00000099383,dnajb1a,ortholog_many2many,1,25
ENSG00000132002,DNAJB1,ENSDARG00000041394,dnajb1b,ortholog_many2many,1,50
ENSG00000132002,DNAJB1,ENSDARG00000056005,dnajc18,ortholog_many2many,0,0
ENSG00000135930,EIF4E2,ENSDARG00000038585,eif4e2,ortholog_one2one,1,0
ENSG00000303446,,,,,,
ENSG00000303475,,,,,,
ENSG00000250685,,,,,,
ENSG00000305704,,,,,,
ENSG00000286084,,,,,,
ENSG00000305706,,,,,,
ENSG00000305707,,,,,,
ENSG00000245556,SCAMP1-AS1,,,,,
ENSG00000260858,,,,,,
ENSG00000201361,RNA5SP433,,,,,
ENSG00000287367,,,,,,
ENSG00000306763,,,,,,
ENSG00000231811,,,,,,
ENSG00000103175,WFDC1,ENSDARG00000058003,wfdc1,ortholog_one2one,1,0
ENSG00000303494,,,,,,
ENSG00000286749,,,,,,
ENSG00000286533,,,,,,
ENSG00000303503,,,,,,
ENSG00000227954,TARID,,,,,
ENSG00000249484,LINC01470,,,,,
ENSG00000291149,,,,,,
ENSG00000260530,,,,,,
ENSG00000249865,,,,,,
ENSG00000260504,,,,,,
ENSG00000064270,ATP2C2,ENSDARG00000018259,atp1a3a,ortholog_many2many,0,0
ENSG00000064270,ATP2C2,ENSDARG00000104139,atp1a3b,ortholog_many2many,0,0
ENSG00000090661,CERS4,ENSDARG00000018619,cers4b,ortholog_one2many,0,0
ENSG00000090661,CERS4,ENSDARG00000031387,cers4a,ortholog_one2many,0,0
ENSG00000305812,,,,,,
ENSG00000289458,,,,,,
ENSG00000253647,KCNIP1-OT1,,,,,
ENSG00000248555,LINC01339,,,,,
ENSG00000284969,,,,,,
ENSG00000205035,GRM5P1,,,,,
ENSG00000289956,,,,,,
ENSG00000255532,NOX4P1,,,,,
ENSG00000275933,7SK,,,,,
ENSG00000275538,RNVU1-19,,,,,
ENSG00000254576,OR4C1P,,,,,
ENSG00000120656,TAF12,ENSDARG00000104030,taf12,ortholog_one2one,1,0
ENSG00000290405,,,,,,
ENSG00000303554,,,,,,
ENSG00000186124,OR9M1P,,,,,
ENSG00000207456,RNU6-997P,,,,,
ENSG00000286540,,,,,,
ENSG00000290411,,,,,,
ENSG00000143942,CHAC2,ENSDARG00000055078,chac2,ortholog_one2one,1,50
ENSG00000254840,,,,,,
ENSG00000166007,TRIM51HP,,,,,
ENSG00000223586,LINC01312,,,,,
ENSG00000290417,,,,,,
ENSG00000254751,TRIM64DP,,,,,
ENSG00000309095,,,,,,
ENSG00000265452,MIR3682,,,,,
ENSG00000119737,GPR75,ENSDARG00000098526,gpr75,ortholog_one2one,1,25
ENSG00000305865,,,,,,
ENSG00000254811,,,,,,
ENSG00000161547,SRSF2,ENSDARG00000103893,srsf2b,ortholog_many2many,1,75
ENSG00000161547,SRSF2,ENSDARG00000057484,srsf2a,ortholog_many2many,1,0
ENSG00000305885,,,,,,
ENSG00000237773,,,,,,
ENSG00000286204,,,,,,
ENSG00000134612,FOLH1B,,,,,
ENSG00000152931,PART1,,,,,
ENSG00000068878,PSME4,ENSDARG00000018742,psme4b,ortholog_one2many,1,0
ENSG00000068878,PSME4,ENSDARG00000087911,psme4a,ortholog_one2many,1,50
ENSG00000237716,,,,,,
ENSG00000301479,,,,,,
ENSG00000305404,,,,,,
ENSG00000261286,ATP2C2-AS1,,,,,
ENSG00000140950,MEAK7,ENSDARG00000062951,meak7,ortholog_one2one,1,50
ENSG00000303572,,,,,,
ENSG00000272634,OR51F5P,,,,,
ENSG00000197984,OR51A8P,,,,,
ENSG00000198217,OR51H2P,,,,,
ENSG00000205494,OR52A4P,,,,,
ENSG00000290651,,,,,,
ENSG00000203711,LINC02901,,,,,
ENSG00000243069,ARHGEF26-AS1,,,,,
ENSG00000229988,HBBP1,,,,,
ENSG00000231049,OR52B5P,,,,,
ENSG00000290653,,,,,,
ENSG00000250978,,,,,,
ENSG00000213181,OR10N1P,,,,,
ENSG00000131355,ADGRE3,,,,,
ENSG00000290668,,,,,,
ENSG00000227737,OR8B1P,,,,,
ENSG00000290694,,,,,,
ENSG00000229386,OR8B9P,,,,,
ENSG00000290695,,,,,,
ENSG00000255157,DEFB130C,,,,,
ENSG00000220205,VAMP2,,,,,
ENSG00000213987,RPL36AP9,,,,,
ENSG00000166787,SAA3P,,,,,
ENSG00000197780,TAF13,ENSDARG00000070834,taf13,ortholog_one2one,1,0
ENSG00000305970,,,,,,
ENSG00000290741,SAA3P,,,,,
ENSG00000189332,SLC25A51P4,,,,,
ENSG00000184741,OR5AQ1P,,,,,
ENSG00000290744,,,,,,
ENSG00000289558,,,,,,
ENSG00000225538,OR5BE1P,,,,,
ENSG00000290077,,,,,,
ENSG00000290745,,,,,,
ENSG00000241905,NDUFS6P1,,,,,
ENSG00000261243,,,,,,
ENSG00000205025,OR5G5P,,,,,
ENSG00000305990,,,,,,
ENSG00000294155,,,,,,
ENSG00000073711,PPP2R3A,ENSDARG00000077722,ppp2r3a,ortholog_one2one,1,0
ENSG00000232511,OR2AH1P,,,,,
ENSG00000221673,U3,,,,,
ENSG00000223442,TH2LCRR,,,,,
ENSG00000103187,COTL1,ENSDARG00000026829,cotl1,ortholog_one2one,1,25
ENSG00000290752,,,,,,
ENSG00000136628,EPRS1,ENSDARG00000060494,eprs1,ortholog_one2one,1,0
ENSG00000254752,OR5M2P,,,,,
ENSG00000290753,,,,,,
ENSG00000289984,,,,,,
ENSG00000225678,,,,,,
ENSG00000007202,BLTP2,ENSDARG00000030945,BLTP2,ortholog_one2one,1,25
ENSG00000290773,,,,,,
ENSG00000255127,EEF1A1P49,,,,,
ENSG00000261471,,,,,,
ENSG00000089486,CDIP1,ENSDARG00000076118,cdip1,ortholog_one2one,1,0
ENSG00000255319,ENPP7P8,,,,,
ENSG00000254613,OR6M2P,,,,,
ENSG00000251604,LINC01385,,,,,
ENSG00000290781,,,,,,
ENSG00000204529,GUCY2EP,,,,,
ENSG00000249797,LINC02147,,,,,
ENSG00000255221,CARD17P,,,,,
ENSG00000176716,OR10AB1P,,,,,
ENSG00000290809,,,,,,
ENSG00000255303,OR5BA1P,,,,,
ENSG00000286454,,,,,,
ENSG00000254717,GLYATL1P2,,,,,
ENSG00000091542,ALKBH5,ENSDARG00000063003,alkbh5,ortholog_one2one,1,0
ENSG00000184669,OR7E14P,,,,,
ENSG00000223756,TSSC2,,,,,
ENSG00000272525,BTF3-DT,,,,,
ENSG00000306054,,,,,,
ENSG00000160172,FAM86C2P,,,,,
ENSG00000177731,FLII,ENSDARG00000059701,flii,ortholog_one2one,1,50
ENSG00000251072,LMNB1-DT,,,,,
ENSG00000133703,KRAS,ENSDARG00000010844,kras,ortholog_one2one,0,25
ENSG00000303580,,,,,,
ENSG00000269378,ITGB1P1,,,,,
ENSG00000306069,,,,,,
ENSG00000275432,YPEL5P4,,,,,
ENSG00000303608,,,,,,
ENSG00000284839,,,,,,
ENSG00000306071,,,,,,
ENSG00000303704,,,,,,
ENSG00000290786,,,,,,
ENSG00000306074,,,,,,
ENSG00000160961,ZNF333,,,,,
ENSG00000254610,,,,,,
ENSG00000306075,,,,,,
ENSG00000255042,SEPTIN7P11,,,,,
ENSG00000306076,,,,,,
ENSG00000303731,,,,,,
ENSG00000303736,,,,,,
ENSG00000249854,CDH18-AS1,,,,,
ENSG00000254838,GVINP1,,,,,
ENSG00000235505,CASP4LP,,,,,
ENSG00000309129,,,,,,
ENSG00000268257,AIRN,,,,,
ENSG00000215196,BASP1-AS1,,,,,
ENSG00000173727,FAUP4,,,,,
ENSG00000303784,,,,,,
ENSG00000158483,FAM86C1P,,,,,
ENSG00000303805,,,,,,
ENSG00000233358,,,,,,
ENSG00000180909,OR52B1P,,,,,
ENSG00000255307,OR52B2,,,,,
ENSG00000175485,OR52W1,,,,,
ENSG00000267940,,,,,,
ENSG00000309151,,,,,,
ENSG00000180878,C11orf42,,,,,
ENSG00000309154,,,,,,
ENSG00000051009,FHIP1B,ENSDARG00000078188,fhip1b,ortholog_one2one,1,25
ENSG00000303833,,,,,,
ENSG00000227267,DONSONP1,,,,,
ENSG00000303838,,,,,,
ENSG00000273455,,,,,,
ENSG00000303849,,,,,,
ENSG00000241438,CRIPTOP6,,,,,
ENSG00000306091,,,,,,
ENSG00000244740,RPL31P23,,,,,
ENSG00000231652,CD109-AS1,,,,,
ENSG00000254293,,,,,,
ENSG00000114054,PCCB,ENSDARG00000038910,pccb,ortholog_one2one,1,75
ENSG00000309162,,,,,,
ENSG00000287862,,,,,,
ENSG00000303866,,,,,,
ENSG00000290602,,,,,,
ENSG00000303868,,,,,,
ENSG00000139370,SLC15A4,ENSDARG00000102612,slc15a4,ortholog_one2one,1,50
ENSG00000230746,,,,,,
ENSG00000309263,,,,,,
ENSG00000250786,SNHG18,,,,,
ENSG00000118900,UBN1,ENSDARG00000063169,ubn1,ortholog_one2one,0,0
ENSG00000309265,,,,,,
ENSG00000233038,PTPRN2-AS1,,,,,
ENSG00000303884,,,,,,
ENSG00000303904,,,,,,
ENSG00000309277,,,,,,
ENSG00000287359,,,,,,
ENSG00000068912,ERLEC1,ENSDARG00000086309,erlec1,ortholog_one2one,1,50
ENSG00000127507,ADGRE2,,,,,
ENSG00000289588,,,,,,
ENSG00000132259,CNGA4,ENSDARG00000069383,cnga4,ortholog_one2one,0,0
ENSG00000228679,,,,,,
ENSG00000309289,,,,,,
ENSG00000286631,,,,,,
ENSG00000223665,,,,,,
ENSG00000279500,,,,,,
ENSG00000274695,,,,,,
ENSG00000151948,GLT1D1,ENSDARG00000091241,glt1d1,ortholog_one2one,1,75
ENSG00000303958,,,,,,
ENSG00000249362,LINC02488,,,,,
ENSG00000303966,,,,,,
ENSG00000303973,,,,,,
ENSG00000110148,CCKBR,ENSDARG00000074117,cckbra,ortholog_one2many,0,0
ENSG00000110148,CCKBR,ENSDARG00000076824,cckbrb,ortholog_one2many,1,0
ENSG00000309308,,,,,,
ENSG00000303988,,,,,,
ENSG00000309316,,,,,,
ENSG00000304003,,,,,,
ENSG00000289418,,,,,,
ENSG00000304017,,,,,,
ENSG00000243144,LINC02932,,,,,
ENSG00000162813,BPNT1,ENSDARG00000043684,bpnt1,ortholog_one2one,1,0
ENSG00000304029,,,,,,
ENSG00000304042,,,,,,
ENSG00000287616,,,,,,
ENSG00000253447,,,,,,
ENSG00000306131,,,,,,
ENSG00000309330,,,,,,
ENSG00000248708,LINC02144,,,,,
ENSG00000309340,,,,,,
ENSG00000289403,,,,,,
ENSG00000309358,,,,,,
ENSG00000288737,,,,,,
ENSG00000309360,,,,,,
ENSG00000309361,,,,,,
ENSG00000248884,,,,,,
ENSG00000309376,,,,,,
ENSG00000310231,,,,,,
ENSG00000309378,,,,,,
ENSG00000166313,APBB1,ENSDARG00000076560,apbb1,ortholog_one2one,0,0
ENSG00000309415,,,,,,
ENSG00000288983,,,,,,
ENSG00000306477,,,,,,
ENSG00000229153,EPHA1-AS1,,,,,
ENSG00000261840,,,,,,
ENSG00000249346,LINC01016,,,,,
ENSG00000280211,,,,,,
ENSG00000310564,,,,,,
ENSG00000168589,DYNLRB2,ENSDARG00000089952,dynlrb2,ortholog_one2one,1,0
ENSG00000255838,AK3P6,,,,,
ENSG00000256581,NLRP9P1,,,,,
ENSG00000277217,,,,,,
ENSG00000256699,TMEM132D-AS2,,,,,
ENSG00000111641,NOP2,ENSDARG00000043304,nop2,ortholog_one2one,0,25
ENSG00000306149,,,,,,
ENSG00000248145,,,,,,
ENSG00000233183,,,,,,
ENSG00000260737,LINC01227,,,,,
ENSG00000306170,,,,,,
ENSG00000249588,,,,,,
ENSG00000287783,,,,,,
ENSG00000220575,HTR5A-AS1,,,,,
ENSG00000306192,,,,,,
ENSG00000309456,,,,,,
ENSG00000067704,IARS2,ENSDARG00000044134,iars2,ortholog_one2one,1,25
ENSG00000260064,,,,,,
ENSG00000277504,,,,,,
ENSG00000187999,HNRNPA1P61,,,,,
ENSG00000306210,,,,,,
ENSG00000226180,,,,,,
ENSG00000202382,Y_RNA,,,,,
ENSG00000278590,RN7SL113P,,,,,
ENSG00000232533,FAM131B-AS2,,,,,
ENSG00000306227,,,,,,
ENSG00000304142,,,,,,
ENSG00000104731,KLHDC4,ENSDARG00000100206,klhdc4,ortholog_one2one,1,75
ENSG00000115486,GGCX,ENSDARG00000067805,ggcx,ortholog_one2one,1,0
ENSG00000306230,,,,,,
ENSG00000304146,,,,,,
ENSG00000309493,,,,,,
ENSG00000306236,,,,,,
ENSG00000304161,,,,,,
ENSG00000306255,,,,,,
ENSG00000304165,,,,,,
ENSG00000234715,SLC26A5-AS1,,,,,
ENSG00000306263,,,,,,
ENSG00000304170,,,,,,
ENSG00000306270,,,,,,
ENSG00000282408,,,,,,
ENSG00000304177,,,,,,
ENSG00000232633,,,,,,
ENSG00000231764,DLX6-AS1,,,,,
ENSG00000304202,,,,,,
ENSG00000253311,LINC01847,,,,,
ENSG00000304205,,,,,,
ENSG00000304206,,,,,,
ENSG00000286680,,,,,,
ENSG00000177302,TOP3A,ENSDARG00000052827,top3a,ortholog_one2one,1,75
ENSG00000306315,,,,,,
ENSG00000306321,,,,,,
ENSG00000306333,,,,,,
ENSG00000306363,,,,,,
ENSG00000248455,LINC02217,,,,,
ENSG00000207590,MIR215,,,,,
ENSG00000207624,MIR194-1,,,,,
ENSG00000232134,RPS15AP12,,,,,
ENSG00000118873,RAB3GAP2,ENSDARG00000044136,rab3gap2,ortholog_one2one,1,0
ENSG00000272619,FAM131B-AS1,,,,,
ENSG00000241956,LINC03000,,,,,
ENSG00000304230,,,,,,
ENSG00000309517,,,,,,
ENSG00000287407,,,,,,
ENSG00000309522,,,,,,
ENSG00000309527,,,,,,
ENSG00000309538,,,,,,
ENSG00000309549,,,,,,
ENSG00000230487,PSMG3-AS1,,,,,
ENSG00000304241,,,,,,
ENSG00000225148,,,,,,
ENSG00000269604,,,,,,
ENSG00000290068,,,,,,
ENSG00000267484,,,,,,
ENSG00000227706,,,,,,
ENSG00000205784,ARRDC5,ENSDARG00000067664,si:dkey-172m14.2,ortholog_many2many,0,0
ENSG00000205784,ARRDC5,ENSDARG00000039443,zgc:110353,ortholog_many2many,0,0
ENSG00000205784,ARRDC5,ENSDARG00000095136,si:ch211-130m23.2,ortholog_many2many,0,0
ENSG00000205784,ARRDC5,ENSDARG00000053159,zgc:110626,ortholog_many2many,0,0
ENSG00000205784,ARRDC5,ENSDARG00000068148,arrdc1a,ortholog_many2many,0,0
ENSG00000293698,,,,,,
ENSG00000239320,RPS29P26,,,,,
ENSG00000291122,CASTOR3P,,,,,
ENSG00000105198,LGALS13,ENSDARG00000087311,lgals9l5,ortholog_many2many,0,0
ENSG00000105198,LGALS13,ENSDARG00000025903,lgals9l1,ortholog_many2many,0,0
ENSG00000105198,LGALS13,ENSDARG00000093059,lgals9l6,ortholog_many2many,0,0
ENSG00000105198,LGALS13,ENSDARG00000041060,lgals9l3,ortholog_many2many,0,0
ENSG00000105198,LGALS13,ENSDARG00000069058,lgals9l4,ortholog_many2many,0,0
ENSG00000105198,LGALS13,ENSDARG00000092923,si:dkey-95h12.2,ortholog_many2many,0,0
ENSG00000105198,LGALS13,ENSDARG00000044001,lgals3b,ortholog_many2many,0,0
ENSG00000105198,LGALS13,ENSDARG00000060656,si:ch211-10a23.2,ortholog_many2many,0,0
ENSG00000289623,,,,,,
ENSG00000288827,,,,,,
ENSG00000306371,,,,,,
ENSG00000285549,,,,,,
ENSG00000105419,MEIS3,ENSDARG00000002795,meis3,ortholog_one2many,0,0
ENSG00000246214,RETREG1-AS1,,,,,
ENSG00000304257,,,,,,
ENSG00000304264,,,,,,
ENSG00000176974,SHMT1,ENSDARG00000052816,shmt1,ortholog_one2one,1,50
ENSG00000293489,CMAHP,,,,,
ENSG00000248600,,,,,,
ENSG00000260671,,,,,,
ENSG00000260498,,,,,,
ENSG00000306518,,,,,,
ENSG00000306585,,,,,,
ENSG00000306603,,,,,,
ENSG00000272081,FCHO2-DT,,,,,
ENSG00000306643,,,,,,
ENSG00000306695,,,,,,
ENSG00000250417,LINC02116,,,,,
ENSG00000254500,RANP3,,,,,
ENSG00000260177,,,,,,
ENSG00000259663,ISL1-DT,,,,,
ENSG00000223202,RN7SKP297,,,,,
ENSG00000054938,CHRDL2,,,,,
ENSG00000260466,,,,,,
ENSG00000103257,SLC7A5,ENSDARG00000099265,slc7a5,ortholog_one2one,1,50
ENSG00000249966,,,,,,
ENSG00000260596,DUX4,ENSDARG00000015906,mxtx2,ortholog_many2many,0,0
ENSG00000260596,DUX4,ENSDARG00000069382,mxtx1,ortholog_many2many,0,0
ENSG00000174579,MSL2,ENSDARG00000039430,msl2b,ortholog_one2many,1,25
ENSG00000174579,MSL2,ENSDARG00000038909,msl2a,ortholog_one2many,1,50
ENSG00000119771,KLHL29,ENSDARG00000043799,KLHL29,ortholog_one2many,1,0
ENSG00000119771,KLHL29,ENSDARG00000087688,klhl29,ortholog_one2many,1,50
ENSG00000306745,,,,,,
ENSG00000306761,,,,,,
ENSG00000302529,,,,,,
ENSG00000302541,,,,,,
ENSG00000249279,LINC02057,,,,,
ENSG00000223968,RPS27P11,,,,,
ENSG00000261914,RPL23AP84,,,,,
ENSG00000232766,KIAA1143P2,,,,,
ENSG00000282994,,,,,,
ENSG00000187672,ERC2,ENSDARG00000105178,erc2,ortholog_one2one,1,0
ENSG00000109536,FRG1,ENSDARG00000056504,frg1,ortholog_one2many,1,25
ENSG00000278598,MIR6775,,,,,
ENSG00000198736,MSRB1,ENSDARG00000045160,msrb1b,ortholog_one2many,1,25
ENSG00000198736,MSRB1,ENSDARG00000025436,msrb1a,ortholog_one2many,1,50
ENSG00000309622,,,,,,
ENSG00000309626,,,,,,
ENSG00000309641,,,,,,
ENSG00000309655,,,,,,
ENSG00000306769,,,,,,
ENSG00000306776,,,,,,
ENSG00000309656,,,,,,
ENSG00000073737,DHRS9,ENSDARG00000019260,dhrs9,ortholog_one2one,1,100
ENSG00000295233,,,,,,
ENSG00000309657,,,,,,
ENSG00000255198,SNHG9,,,,,
ENSG00000221845,LINC02902,,,,,
ENSG00000284209,CCNYL1B,ENSDARG00000099692,ccnyl1,ortholog_one2many,0,0
ENSG00000306781,,,,,,
ENSG00000304271,,,,,,
ENSG00000288162,,,,,,
ENSG00000309687,,,,,,
ENSG00000309498,,,,,,
ENSG00000251279,SMIM15-AS1,,,,,
ENSG00000226965,,,,,,
ENSG00000304276,,,,,,
ENSG00000304281,,,,,,
ENSG00000288300,,,,,,
ENSG00000310002,,,,,,
ENSG00000232197,,,,,,
ENSG00000249462,MLLT10P2,,,,,
ENSG00000006194,ZNF263,,,,,
ENSG00000271307,,,,,,
ENSG00000251297,TUBB7P,,,,,
ENSG00000199572,RNA5SP174,,,,,
ENSG00000201145,RNA5SP175,,,,,
ENSG00000297175,,,,,,
ENSG00000309703,,,,,,
ENSG00000271503,CCL5,ENSDARG00000070378,ccl35.2,ortholog_many2many,0,0
ENSG00000271503,CCL5,ENSDARG00000103466,ccl35.1,ortholog_many2many,0,0
ENSG00000306792,,,,,,
ENSG00000306797,,,,,,
ENSG00000273297,LINC03060,,,,,
ENSG00000249478,,,,,,
ENSG00000306808,,,,,,
ENSG00000304300,,,,,,
ENSG00000224807,DUX4L9,ENSDARG00000015906,mxtx2,ortholog_many2many,0,0
ENSG00000224807,DUX4L9,ENSDARG00000069382,mxtx1,ortholog_many2many,0,0
ENSG00000227660,UST-AS1,,,,,
ENSG00000205097,FRG2,,,,,
ENSG00000262899,,,,,,
ENSG00000304323,,,,,,
ENSG00000303291,,,,,,
ENSG00000287260,,,,,,
ENSG00000294426,,,,,,
ENSG00000226409,,,,,,
ENSG00000264970,WEE1P2,,,,,
ENSG00000232938,RPL23AP87,,,,,
ENSG00000229526,KRT16P4,,,,,
ENSG00000279353,,,,,,
ENSG00000240480,RPL29P2,,,,,
ENSG00000250053,RARRES2P4,,,,,
ENSG00000288936,,,,,,
ENSG00000265902,MIR4696,,,,,
ENSG00000241097,RPL36AP38,,,,,
ENSG00000297630,,,,,,
ENSG00000296504,,,,,,
ENSG00000227615,,,,,,
ENSG00000264176,MAGOH2P,,,,,
ENSG00000241185,RPL21P122,,,,,
ENSG00000118160,SLC8A2,ENSDARG00000100592,slc8a2b,ortholog_one2many,1,0
ENSG00000118160,SLC8A2,ENSDARG00000008912,slc8a2a,ortholog_one2many,0,0
ENSG00000291264,,,,,,
ENSG00000166435,XRRA1,ENSDARG00000089578,xrra1,ortholog_one2one,0,25
ENSG00000109452,INPP4B,ENSDARG00000075201,inpp4b,ortholog_one2one,1,50
ENSG00000293152,,,,,,
ENSG00000163508,EOMES,ENSDARG00000006640,eomesa,ortholog_one2many,1,0
ENSG00000163508,EOMES,ENSDARG00000104243,eomesb,ortholog_one2many,1,25
ENSG00000261192,RNF126P1,,,,,
ENSG00000293179,RNF126P1,,,,,
ENSG00000263818,RDM1P5,,,,,
ENSG00000306847,,,,,,
ENSG00000214832,UPF3AP2,,,,,
ENSG00000275029,HMGB1P24,,,,,
ENSG00000304346,,,,,,
ENSG00000270977,,,,,,
ENSG00000226089,,,,,,
ENSG00000213228,RPL12P38,,,,,
ENSG00000257730,LSM6P2,,,,,
ENSG00000163817,SLC6A20,,,,,
ENSG00000082438,COBLL1,ENSDARG00000102829,cobll1b,ortholog_one2many,0,75
ENSG00000082438,COBLL1,ENSDARG00000089858,cobll1a,ortholog_one2many,0,0
ENSG00000167566,NCKAP5L,ENSDARG00000079148,nckap5l,ortholog_one2one,0,0
ENSG00000264300,,,,,,
ENSG00000306849,,,,,,
ENSG00000304369,,,,,,
ENSG00000266777,SH3GL1P1,,,,,
ENSG00000264164,,,,,,
ENSG00000266885,,,,,,
ENSG00000293297,,,,,,
ENSG00000265480,KRT18P55,,,,,
ENSG00000263946,,,,,,
ENSG00000306853,,,,,,
ENSG00000236319,,,,,,
ENSG00000306869,,,,,,
ENSG00000280852,,,,,,
ENSG00000306872,,,,,,
ENSG00000293358,,,,,,
ENSG00000231784,DBIL5P,,,,,
ENSG00000271334,LINC02104,,,,,
ENSG00000204650,LINC02210,,,,,
ENSG00000304389,,,,,,
ENSG00000118162,KPTN,ENSDARG00000015937,kptn,ortholog_one2one,1,0
ENSG00000285564,,,,,,
ENSG00000240280,TCAM1P,,,,,
ENSG00000306893,,,,,,
ENSG00000188662,H1-9P,,,,,
ENSG00000233483,EFCAB15P,,,,,
ENSG00000306899,,,,,,
