Gene stable ID,Gene name,Human gene name,Human gene stable ID,Human homology type,"Human orthology confidence [0 low, 1 high]",Human Gene-order conservation score
ENSDARG00000101984,PDE6G,PDE6G,ENSG00000185527,ortholog_one2one,1,25
ENSDARG00000115187,cd7al,,,,,
ENSDARG00000113684,,,,,,
ENSDARG00000052747,GPATCH3,GPATCH3,ENSG00000198746,ortholog_one2one,1,0
ENSDARG00000112260,sncga,,,,,
ENSDARG00000115004,,,,,,
ENSDARG00000074607,unm_sa1506,,,,,
ENSDARG00000111772,,,,,,
ENSDARG00000113103,GADD45G,GADD45G,ENSG00000130222,ortholog_one2many,1,0
ENSDARG00000101938,,,,,,
ENSDARG00000090617,CTIF,CTIF,ENSG00000134030,ortholog_one2one,1,50
ENSDARG00000104517,UQCR10,UQCR10,ENSG00000184076,ortholog_one2one,1,0
ENSDARG00000117037,exoc3,,,,,
ENSDARG00000115963,,,,,,
ENSDARG00000114114,dnajc3a,,,,,
ENSDARG00000011884,MFN1,MFN1,ENSG00000171109,ortholog_one2many,1,25
ENSDARG00000007425,apol1,APOLD1,ENSG00000178878,ortholog_one2many,0,0
ENSDARG00000112675,,GBP6,ENSG00000183347,ortholog_one2many,0,0
ENSDARG00000102127,NHLRC3,NHLRC3,ENSG00000188811,ortholog_one2one,1,0
ENSDARG00000074235,,,,,,
ENSDARG00000112910,poglut3,,,,,
ENSDARG00000111042,cdnf,,,,,
ENSDARG00000105258,cep72,CEP72,ENSG00000112877,ortholog_one2one,0,50
ENSDARG00000112574,,,,,,
ENSDARG00000041926,DLG4,DLG4,ENSG00000132535,ortholog_one2many,1,0
ENSDARG00000109510,lsm12b,LSM12,ENSG00000161654,ortholog_one2many,0,25
ENSDARG00000099718,,,,,,
ENSDARG00000099746,rgs3a,RGS3,ENSG00000138835,ortholog_one2many,0,25
ENSDARG00000019702,ALDOC,ALDOC,ENSG00000109107,ortholog_one2many,1,0
ENSDARG00000092407,trim35-45,,,,,
ENSDARG00000108395,,,,,,
ENSDARG00000021697,MORN3,MORN3,ENSG00000139714,ortholog_one2one,1,100
ENSDARG00000112095,,,,,,
ENSDARG00000040156,GRM4,GRM4,ENSG00000124493,ortholog_one2one,1,0
ENSDARG00000078842,tns1a,,,,,
ENSDARG00000078442,,NOP9,ENSG00000196943,ortholog_one2one,0,0
ENSDARG00000110099,,,,,,
ENSDARG00000099156,KATNAL1,KATNAL1,ENSG00000102781,ortholog_one2one,1,25
ENSDARG00000098688,,,,,,
ENSDARG00000090551,,,,,,
ENSDARG00000111091,,CCDC69,ENSG00000198624,ortholog_one2one,0,0
ENSDARG00000087012,si:dkey-30g5.2,,,,,
ENSDARG00000113346,,,,,,
ENSDARG00000068742,,,,,,
ENSDARG00000113636,,,,,,
ENSDARG00000109314,taf13,,,,,
ENSDARG00000115164,,,,,,
ENSDARG00000109820,NPAS3,NPAS3,ENSG00000151322,ortholog_one2one,1,50
ENSDARG00000116861,,,,,,
ENSDARG00000115091,,,,,,
ENSDARG00000110744,CYTL1,CYTL1,ENSG00000170891,ortholog_one2one,1,50
ENSDARG00000100528,map1lc3c,,,,,
ENSDARG00000114516,,,,,,
ENSDARG00000103503,DGAT1,DGAT1,ENSG00000185000,ortholog_one2many,1,25
ENSDARG00000115658,,,,,,
ENSDARG00000113402,polr2l,,,,,
ENSDARG00000008852,ELP4,ELP4,ENSG00000109911,ortholog_one2one,1,75
ENSDARG00000056742,CRMP1,CRMP1,ENSG00000072832,ortholog_one2one,1,50
ENSDARG00000007813,RNPEPL1,RNPEPL1,ENSG00000142327,ortholog_one2one,1,0
ENSDARG00000099458,DDX46,DDX46,ENSG00000145833,ortholog_one2one,1,75
ENSDARG00000115124,,,,,,
ENSDARG00000112826,,,,,,
ENSDARG00000113468,dbx1b,,,,,
ENSDARG00000105972,,SHISA8,ENSG00000234965,ortholog_many2many,0,0
ENSDARG00000059510,COQ2,COQ2,ENSG00000173085,ortholog_one2one,1,0
ENSDARG00000111093,naa10,,,,,
ENSDARG00000105277,cnksr3,,,,,
ENSDARG00000077306,CUTC,CUTC,ENSG00000119929,ortholog_one2one,1,0
ENSDARG00000104275,dicp1.17,,,,,
ENSDARG00000054560,her15.2,,,,,
ENSDARG00000087243,RAB7A,RAB7A,ENSG00000075785,ortholog_one2many,1,0
ENSDARG00000079679,CEP112,CEP112,ENSG00000154240,ortholog_one2one,1,50
ENSDARG00000098108,DUSP2,DUSP2,ENSG00000158050,ortholog_one2one,1,50
ENSDARG00000114240,prdx3,,,,,
ENSDARG00000113885,SNORD15,SNORD15B,ENSG00000207445,ortholog_one2many,0,
ENSDARG00000109996,,,,,,
ENSDARG00000085061,5S_rRNA,,,,,
ENSDARG00000114049,,CELF2,ENSG00000048740,ortholog_one2many,0,0
ENSDARG00000100754,,,,,,
ENSDARG00000116363,,,,,,
ENSDARG00000113550,5S_rRNA,,,,,
ENSDARG00000103041,5S_rRNA,,,,,
ENSDARG00000103523,NUDT6,NUDT6,ENSG00000170917,ortholog_one2one,1,25
ENSDARG00000116982,,,,,,
ENSDARG00000029305,BAIAP2L1,BAIAP2L1,ENSG00000006453,ortholog_one2many,1,50
ENSDARG00000085536,5S_rRNA,,,,,
ENSDARG00000007438,ube2ib,,,,,
ENSDARG00000039888,,SEPTIN14,ENSG00000154997,ortholog_many2many,0,0
ENSDARG00000112820,fshr,,,,,
ENSDARG00000115979,cd63,,,,,
ENSDARG00000106491,,NAT8B,ENSG00000204872,ortholog_many2many,0,0
ENSDARG00000106491,,NAT8,ENSG00000144035,ortholog_many2many,0,0
ENSDARG00000102447,GDPD4,GDPD4,ENSG00000178795,ortholog_one2many,1,100
ENSDARG00000100059,5S_rRNA,,,,,
ENSDARG00000111936,5S_rRNA,,,,,
ENSDARG00000116816,U1,,,,,
ENSDARG00000110757,5S_rRNA,,,,,
ENSDARG00000106607,5S_rRNA,,,,,
ENSDARG00000026764,ahsg1,,,,,
ENSDARG00000106124,5S_rRNA,,,,,
ENSDARG00000113357,5S_rRNA,,,,,
ENSDARG00000052731,ankrd31,,,,,
ENSDARG00000107785,5S_rRNA,,,,,
ENSDARG00000116522,bbip1,,,,,
ENSDARG00000107065,,PEBP4,ENSG00000134020,ortholog_one2one,0,50
ENSDARG00000074745,zmp:0000000760,,,,,
ENSDARG00000014550,rfx3,RFX3,ENSG00000080298,ortholog_one2one,0,25
ENSDARG00000077415,zmp:0000001175,,,,,
ENSDARG00000114234,,,,,,
ENSDARG00000103974,5S_rRNA,,,,,
ENSDARG00000103784,U1,,,,,
ENSDARG00000100846,fgf21,,,,,
ENSDARG00000091727,,RNF14,ENSG00000013561,ortholog_one2many,0,0
ENSDARG00000112149,5S_rRNA,,,,,
ENSDARG00000103860,wu:fu71h07,,,,,
ENSDARG00000114078,U1,,,,,
ENSDARG00000116646,5S_rRNA,,,,,
ENSDARG00000099449,atrxl,ATRX,ENSG00000085224,ortholog_one2many,0,0
ENSDARG00000113567,5S_rRNA,,,,,
ENSDARG00000116797,,,,,,
ENSDARG00000111533,,,,,,
ENSDARG00000100101,5S_rRNA,,,,,
ENSDARG00000100769,,CAMTA2,ENSG00000108509,ortholog_one2one,0,0
ENSDARG00000111255,U1,,,,,
ENSDARG00000104662,,SNORA30,ENSG00000206755,ortholog_many2many,0,
ENSDARG00000104662,,,ENSG00000200063,ortholog_many2many,0,
ENSDARG00000104662,,SNORA30B,ENSG00000202189,ortholog_many2many,0,
ENSDARG00000104662,,SNORA37,ENSG00000207233,ortholog_many2many,0,
ENSDARG00000110522,acp5b,,,,,
ENSDARG00000114522,5S_rRNA,,,,,
ENSDARG00000109943,5S_rRNA,,,,,
ENSDARG00000110283,,,,,,
ENSDARG00000113803,prkrip1,,,,,
ENSDARG00000084019,5S_rRNA,,,,,
ENSDARG00000108673,5S_rRNA,,,,,
ENSDARG00000113816,U4,,,,,
ENSDARG00000019442,,,,,,
ENSDARG00000112535,cart2,,,,,
ENSDARG00000083322,5S_rRNA,,,,,
ENSDARG00000090752,PLK2,PLK2,ENSG00000145632,ortholog_one2many,1,0
ENSDARG00000108328,5S_rRNA,,,,,
ENSDARG00000108052,5S_rRNA,,,,,
ENSDARG00000110389,U6,,,,,
ENSDARG00000113040,5S_rRNA,,,,,
ENSDARG00000107036,SNORD82,SNORD82,ENSG00000202400,ortholog_one2one,0,
ENSDARG00000110881,,,,,,
ENSDARG00000071209,OPRL1,OPRL1,ENSG00000125510,ortholog_one2one,1,100
ENSDARG00000103925,5S_rRNA,,,,,
ENSDARG00000110649,arl4ab,,,,,
ENSDARG00000018334,RPL35,RPL35,ENSG00000136942,ortholog_one2one,1,0
ENSDARG00000079302,and2,,,,,
ENSDARG00000052387,pou2f3,POU2F3,ENSG00000137709,ortholog_one2one,0,0
ENSDARG00000080999,5S_rRNA,,,,,
ENSDARG00000109022,WDR70,WDR70,ENSG00000082068,ortholog_one2one,1,25
ENSDARG00000117071,5S_rRNA,,,,,
ENSDARG00000115239,,,,,,
ENSDARG00000114319,,,,,,
ENSDARG00000115641,U6,,,,,
ENSDARG00000115835,,,,,,
ENSDARG00000085416,5S_rRNA,,,,,
ENSDARG00000104106,,,,,,
ENSDARG00000081192,U5,,,,,
ENSDARG00000104720,5S_rRNA,,,,,
ENSDARG00000101880,5S_rRNA,,,,,
ENSDARG00000112913,5S_rRNA,,,,,
ENSDARG00000084959,5S_rRNA,,,,,
ENSDARG00000110162,U6,,,,,
ENSDARG00000115427,,,,,,
ENSDARG00000112374,Metazoa_SRP,,,,,
ENSDARG00000112614,5S_rRNA,,,,,
ENSDARG00000116621,,SNORA21,ENSG00000199293,ortholog_one2one,0,
ENSDARG00000116716,,,,,,
ENSDARG00000105690,zgc:194215,,,,,
ENSDARG00000081103,,SNORD10,ENSG00000238917,ortholog_one2one,0,
ENSDARG00000039601,IER3IP1,IER3IP1,ENSG00000134049,ortholog_one2one,1,100
ENSDARG00000005126,LARGE1,LARGE1,ENSG00000133424,ortholog_one2one,1,0
ENSDARG00000116835,PARK7,PARK7,ENSG00000116288,ortholog_one2one,1,0
ENSDARG00000003326,CACNG5,CACNG5,ENSG00000075429,ortholog_one2many,1,0
ENSDARG00000110791,,,,,,
ENSDARG00000111216,,,,,,
ENSDARG00000116812,,,,,,
ENSDARG00000099807,mir202,,,,,
ENSDARG00000116630,5S_rRNA,,,,,
ENSDARG00000107688,5S_rRNA,,,,,
ENSDARG00000080591,MIR26A2,MIR26A2,ENSG00000207789,ortholog_one2many,1,
ENSDARG00000114054,5S_rRNA,,,,,
ENSDARG00000114222,,,,,,
ENSDARG00000110761,5S_rRNA,,,,,
ENSDARG00000113428,5S_rRNA,,,,,
ENSDARG00000070472,ARF5,ARF5,ENSG00000004059,ortholog_one2many,1,0
ENSDARG00000063333,NUP210,NUP210,ENSG00000132182,ortholog_one2one,1,25
ENSDARG00000101210,GLG1,GLG1,ENSG00000090863,ortholog_one2many,1,0
ENSDARG00000111760,lhfpl5b,,,,,
ENSDARG00000107416,5S_rRNA,,,,,
ENSDARG00000104137,,,,,,
ENSDARG00000113062,,,,,,
ENSDARG00000116514,5S_rRNA,,,,,
ENSDARG00000115361,avd,,,,,
ENSDARG00000075802,grin3a,,,,,
ENSDARG00000110675,,,,,,
ENSDARG00000082377,dre-mir-462,,,,,
ENSDARG00000085080,5S_rRNA,,,,,
ENSDARG00000073741,RAP1GDS1,RAP1GDS1,ENSG00000138698,ortholog_one2one,1,0
ENSDARG00000115718,,,,,,
ENSDARG00000115502,,,,,,
ENSDARG00000079474,MSANTD2,MSANTD2,ENSG00000120458,ortholog_one2one,1,25
ENSDARG00000081473,,,,,,
ENSDARG00000106145,5S_rRNA,,,,,
ENSDARG00000113243,,,,,,
ENSDARG00000103921,,,,,,
ENSDARG00000114725,vwa8,,,,,
ENSDARG00000110054,,,,,,
ENSDARG00000116319,rgs4,,,,,
ENSDARG00000116104,,,,,,
ENSDARG00000106953,5S_rRNA,,,,,
ENSDARG00000083389,,,,,,
ENSDARG00000114796,JMY,JMY,ENSG00000152409,ortholog_one2one,1,50
ENSDARG00000109938,U3,,,,,
ENSDARG00000104724,,,,,,
ENSDARG00000116748,cdc42l,,,,,
ENSDARG00000113908,U6,,,,,
ENSDARG00000090292,ralyl,,,,,
ENSDARG00000112730,gnao1b,,,,,
ENSDARG00000090381,PLCB2,PLCB2,ENSG00000137841,ortholog_one2one,1,75
ENSDARG00000112221,U6,,,,,
ENSDARG00000078835,mrpl58,,,,,
ENSDARG00000105834,znf971,,,,,
ENSDARG00000114482,,,,,,
ENSDARG00000108515,5S_rRNA,,,,,
ENSDARG00000004211,ccdc106a,CCDC106,ENSG00000173581,ortholog_one2many,0,0
ENSDARG00000111910,,,,,,
ENSDARG00000105076,U1,RNU1-22P,ENSG00000200204,ortholog_many2many,0,
ENSDARG00000105076,U1,RNU1-117P,ENSG00000252850,ortholog_many2many,0,
ENSDARG00000116212,ric8b,,,,,
ENSDARG00000108812,,,,,,
ENSDARG00000104642,si:dkey-31i7.2,FCGBP,ENSG00000275395,ortholog_one2many,0,0
ENSDARG00000113323,Metazoa_SRP,,,,,
ENSDARG00000017128,MYOF,MYOF,ENSG00000138119,ortholog_one2many,1,0
ENSDARG00000113341,rhocb,,,,,
ENSDARG00000068065,,,,,,
ENSDARG00000112140,,,,,,
ENSDARG00000111993,,,,,,
ENSDARG00000104859,,,,,,
ENSDARG00000114372,gxylt2,,,,,
ENSDARG00000080081,dre-mir-133c,MIR133A2,ENSG00000284508,ortholog_one2many,0,
ENSDARG00000042014,cyp11c1,,,,,
ENSDARG00000080851,mir194a,,,,,
ENSDARG00000033579,mtrf1,MTRF1,ENSG00000120662,ortholog_one2one,0,0
ENSDARG00000116475,dre-mir-430a-2,,,,,
ENSDARG00000115853,,,,,,
ENSDARG00000111198,,,,,,
ENSDARG00000090820,SLC2A10,SLC2A10,ENSG00000197496,ortholog_one2one,1,25
ENSDARG00000111475,,,,,,
ENSDARG00000099039,PCBP2,PCBP2,ENSG00000197111,ortholog_one2one,1,25
ENSDARG00000110467,,,,,,
ENSDARG00000079249,OGDHL,OGDHL,ENSG00000197444,ortholog_one2one,1,75
ENSDARG00000114426,,,,,,
ENSDARG00000101983,PKN2,PKN2,ENSG00000065243,ortholog_one2many,1,75
ENSDARG00000113637,,,,,,
ENSDARG00000077007,ABCC8,ABCC8,ENSG00000006071,ortholog_one2many,1,0
ENSDARG00000113362,dre-mir-430c-14,,,,,
ENSDARG00000098573,SGCD,SGCD,ENSG00000170624,ortholog_one2one,1,25
ENSDARG00000110114,,,,,,
ENSDARG00000069499,spag1b,SPAG1,ENSG00000104450,ortholog_one2many,0,25
ENSDARG00000109910,,,,,,
ENSDARG00000114709,,,,,,
ENSDARG00000110228,,,,,,
ENSDARG00000088727,zmp:0000000937,,,,,
ENSDARG00000034168,SERPINI1,SERPINI1,ENSG00000163536,ortholog_one2one,1,0
ENSDARG00000099195,ier2a,,,,,
ENSDARG00000111800,,,,,,
ENSDARG00000102892,h1m,H1-8,ENSG00000178804,ortholog_one2one,0,0
ENSDARG00000109614,,,,,,
ENSDARG00000115647,azin1b,,,,,
ENSDARG00000115646,,PTPRK,ENSG00000152894,ortholog_one2many,0,100
ENSDARG00000109469,ch25hl1.1,,,,,
ENSDARG00000110352,,,,,,
ENSDARG00000086057,plxnd1,PLXND1,ENSG00000004399,ortholog_one2one,0,75
ENSDARG00000116151,asz1,,,,,
ENSDARG00000109540,dnajc11a,,,,,
ENSDARG00000109487,crybgx,,,,,
ENSDARG00000112475,erbb2,,,,,
ENSDARG00000110662,,,,,,
ENSDARG00000109272,si:dkey-12e7.1,,,,,
ENSDARG00000063539,SLC25A15,SLC25A15,ENSG00000102743,ortholog_one2many,1,50
ENSDARG00000104431,SLC1A3,SLC1A3,ENSG00000079215,ortholog_one2many,1,25
ENSDARG00000024006,RPRM,RPRM,ENSG00000177519,ortholog_one2many,1,25
ENSDARG00000113530,ackr3b,,,,,
ENSDARG00000070843,ARID3A,ARID3A,ENSG00000116017,ortholog_one2one,1,0
ENSDARG00000111598,,,,,,
ENSDARG00000101479,,,,,,
ENSDARG00000035054,PDCD10,PDCD10,ENSG00000114209,ortholog_one2many,1,25
ENSDARG00000029234,STXBP5,STXBP5,ENSG00000164506,ortholog_one2many,1,100
ENSDARG00000036005,PITPNB,PITPNB,ENSG00000180957,ortholog_one2one,1,25
ENSDARG00000115499,,,,,,
ENSDARG00000110454,,,,,,
ENSDARG00000100028,POLE2,POLE2,ENSG00000100479,ortholog_one2one,1,0
ENSDARG00000116518,,,,,,
ENSDARG00000110585,,,,,,
ENSDARG00000111464,enpp7.2,,,,,
ENSDARG00000112811,,,,,,
ENSDARG00000110577,,,,,,
ENSDARG00000112912,znf703,,,,,
ENSDARG00000115910,fam3a,,,,,
ENSDARG00000102875,,,,,,
ENSDARG00000115573,,ZACN,ENSG00000186919,ortholog_one2many,0,0
ENSDARG00000111866,,,,,,
ENSDARG00000102424,ARHGAP44,ARHGAP44,ENSG00000006740,ortholog_one2many,1,0
ENSDARG00000102387,SLC39A14,SLC39A14,ENSG00000104635,ortholog_one2one,1,25
ENSDARG00000059719,fam169aa,FAM169A,ENSG00000198780,ortholog_one2many,0,50
ENSDARG00000109843,fbxo36a,,,,,
ENSDARG00000115425,,,,,,
ENSDARG00000100150,,,,,,
ENSDARG00000025797,ABHD2,ABHD2,ENSG00000140526,ortholog_one2many,1,25
ENSDARG00000111798,rhof,,,,,
ENSDARG00000113268,,PCYOX1L,ENSG00000145882,ortholog_one2many,0,0
ENSDARG00000043719,c3a.6,C3,ENSG00000125730,ortholog_one2many,0,25
ENSDARG00000110508,,,,,,
ENSDARG00000106062,FZD1,FZD1,ENSG00000157240,ortholog_one2one,1,25
ENSDARG00000038917,RAD50,RAD50,ENSG00000113522,ortholog_one2one,1,0
ENSDARG00000083895,5S_rRNA,,,,,
ENSDARG00000098359,IL17RD,IL17RD,ENSG00000144730,ortholog_one2one,1,25
ENSDARG00000112017,,,,,,
ENSDARG00000117014,,,,,,
ENSDARG00000111499,zgc:77784,,,,,
ENSDARG00000111312,,,,,,
ENSDARG00000109946,,,,,,
ENSDARG00000110834,zbtb2b,,,,,
ENSDARG00000085521,5S_rRNA,,,,,
ENSDARG00000102865,CARNMT1,CARNMT1,ENSG00000156017,ortholog_one2one,1,50
ENSDARG00000116715,5S_rRNA,,,,,
ENSDARG00000112658,eif4g2b,,,,,
ENSDARG00000111381,cckbra,,,,,
ENSDARG00000116928,,,,,,
ENSDARG00000080727,5S_rRNA,,,,,
ENSDARG00000098788,pcdh2g28,,,,,
ENSDARG00000115991,,,,,,
ENSDARG00000115681,,,,,,
ENSDARG00000042974,,,,,,
ENSDARG00000112899,5S_rRNA,,,,,
ENSDARG00000113786,zgc:153659,,,,,
ENSDARG00000090015,,,,,,
ENSDARG00000113975,smx5,,,,,
ENSDARG00000006712,WIPF2,WIPF2,ENSG00000171475,ortholog_one2many,1,0
ENSDARG00000084391,5S_rRNA,,,,,
ENSDARG00000109964,,,,,,
ENSDARG00000054746,UGGT1,UGGT1,ENSG00000136731,ortholog_one2one,1,0
ENSDARG00000110226,zgc:123238,,,,,
ENSDARG00000109610,gcdha,,,,,
ENSDARG00000111074,niban2b,,,,,
ENSDARG00000112152,pomk,,,,,
ENSDARG00000084708,5S_rRNA,,,,,
ENSDARG00000004577,TMEM178B,TMEM178B,ENSG00000261115,ortholog_one2many,1,0
ENSDARG00000112054,tomm70a,,,,,
ENSDARG00000110378,,,,,,
ENSDARG00000077162,NWD2,NWD2,ENSG00000174145,ortholog_one2one,1,25
ENSDARG00000115967,5S_rRNA,,,,,
ENSDARG00000114559,5S_rRNA,,,,,
ENSDARG00000113807,ttll11,,,,,
ENSDARG00000038205,her2,,,,,
ENSDARG00000089538,RNF166,RNF166,ENSG00000158717,ortholog_one2one,1,50
ENSDARG00000110172,ctsd,,,,,
ENSDARG00000071629,,,,,,
ENSDARG00000112379,5S_rRNA,,,,,
ENSDARG00000109957,,,,,,
ENSDARG00000026072,PDCD5,PDCD5,ENSG00000105185,ortholog_one2one,1,0
ENSDARG00000069940,ppap2d,,,,,
ENSDARG00000114097,,,,,,
ENSDARG00000109492,taar14b,,,,,
ENSDARG00000115271,zgc:171772,,,,,
ENSDARG00000085290,5S_rRNA,,,,,
ENSDARG00000068812,TLR7,TLR7,ENSG00000196664,ortholog_one2one,1,0
ENSDARG00000115682,,,,,,
ENSDARG00000111821,5S_rRNA,,,,,
ENSDARG00000116461,,,,,,
ENSDARG00000116505,rprm3,,,,,
ENSDARG00000113476,,,,,,
ENSDARG00000108513,5S_rRNA,,,,,
ENSDARG00000110492,,,,,,
ENSDARG00000070941,igfbp6a,IGFBP6,ENSG00000167779,ortholog_one2many,0,0
ENSDARG00000116224,,,,,,
ENSDARG00000099479,SYDE2,SYDE2,ENSG00000097096,ortholog_one2one,1,75
ENSDARG00000115814,,,,,,
ENSDARG00000082031,5S_rRNA,,,,,
ENSDARG00000111854,,,,,,
ENSDARG00000109850,cgrrf1,,,,,
ENSDARG00000111875,,,,,,
ENSDARG00000069190,zgc:172339,,,,,
ENSDARG00000108967,5S_rRNA,,,,,
ENSDARG00000111196,frem3,,,,,
ENSDARG00000042277,EFNB3,EFNB3,ENSG00000108947,ortholog_one2many,1,50
ENSDARG00000104883,PCMTD2,PCMTD2,ENSG00000203880,ortholog_one2many,1,50
ENSDARG00000069105,fgfr4,,,,,
ENSDARG00000107448,5S_rRNA,,,,,
ENSDARG00000111657,trim63a,,,,,
ENSDARG00000116789,,PALMD,ENSG00000099260,ortholog_one2many,0,100
ENSDARG00000069796,znf1124,,,,,
ENSDARG00000110625,,,,,,
ENSDARG00000113367,INSIG2,INSIG2,ENSG00000125629,ortholog_one2one,1,50
ENSDARG00000116155,U5,,,,,
ENSDARG00000113415,,,,,,
ENSDARG00000112348,,,,,,
ENSDARG00000114874,srpk2,SRPK2,ENSG00000135250,ortholog_one2many,0,0
ENSDARG00000114127,,,,,,
ENSDARG00000113630,,,,,,
ENSDARG00000103978,SH3BP5,SH3BP5,ENSG00000131370,ortholog_one2one,1,25
ENSDARG00000115451,,,,,,
ENSDARG00000089032,znf384b,ZNF384,ENSG00000126746,ortholog_one2many,0,0
ENSDARG00000101494,5S_rRNA,,,,,
ENSDARG00000112741,ccn2a,,,,,
ENSDARG00000111053,,,,,,
ENSDARG00000116674,,,,,,
ENSDARG00000111132,ogfr2,,,,,
ENSDARG00000116087,kctd4,,,,,
ENSDARG00000110122,U6,,,,,
ENSDARG00000062915,POLR3B,POLR3B,ENSG00000013503,ortholog_one2one,1,50
ENSDARG00000104076,RNF126,RNF126,ENSG00000070423,ortholog_one2one,1,0
ENSDARG00000085151,5S_rRNA,,,,,
ENSDARG00000012945,tnfsf13b,TNFSF13B,ENSG00000102524,ortholog_one2one,0,25
ENSDARG00000113162,5S_rRNA,,,,,
ENSDARG00000114456,,,,,,
ENSDARG00000037009,BANF1,BANF1,ENSG00000175334,ortholog_one2one,1,0
ENSDARG00000105004,,,,,,
ENSDARG00000117032,,,,,,
ENSDARG00000110808,,,,,,
ENSDARG00000116084,,,,,,
ENSDARG00000111539,,,,,,
ENSDARG00000116038,s1pr1,,,,,
ENSDARG00000112196,,,,,,
ENSDARG00000111860,RHO,RHO,ENSG00000163914,ortholog_one2many,1,50
ENSDARG00000115757,atpaf2,,,,,
ENSDARG00000109658,,,,,,
ENSDARG00000115952,,,,,,
ENSDARG00000087544,,,,,,
ENSDARG00000052109,zgc:114041,SLC16A11,ENSG00000174326,ortholog_many2many,0,0
ENSDARG00000111305,,,,,,
ENSDARG00000109229,or41a3,,,,,
ENSDARG00000082382,5S_rRNA,,,,,
ENSDARG00000112174,,,,,,
ENSDARG00000116616,U1,,,,,
ENSDARG00000113907,,,,,,
ENSDARG00000084079,5S_rRNA,,,,,
ENSDARG00000081961,,,,,,
ENSDARG00000076747,TMCC1,TMCC1,ENSG00000172765,ortholog_one2many,1,50
ENSDARG00000106756,5S_rRNA,,,,,
ENSDARG00000111804,5S_rRNA,,,,,
ENSDARG00000112738,U6,,,,,
ENSDARG00000116133,mipa,,,,,
ENSDARG00000063436,rph3aa,RPH3A,ENSG00000089169,ortholog_one2one,0,0
ENSDARG00000106293,SNORD38A,SNORD38B,ENSG00000281859,ortholog_one2many,0,
ENSDARG00000106293,SNORD38A,SNORD38D,ENSG00000207199,ortholog_one2many,0,
ENSDARG00000106293,SNORD38A,SNORD38A,ENSG00000202031,ortholog_one2many,1,
ENSDARG00000106293,SNORD38A,,ENSG00000200733,ortholog_one2many,0,
ENSDARG00000106293,SNORD38A,SNORD38C,ENSG00000207109,ortholog_one2many,0,
ENSDARG00000106293,SNORD38A,,ENSG00000252408,ortholog_one2many,0,
ENSDARG00000100167,CSDC2,CSDC2,ENSG00000172346,ortholog_one2many,1,0
ENSDARG00000117205,atp5meb,,,,,
ENSDARG00000104848,CDKAL1,CDKAL1,ENSG00000145996,ortholog_one2many,1,50
ENSDARG00000075737,zgc:165518,PZP,ENSG00000126838,ortholog_many2many,0,0
ENSDARG00000075737,zgc:165518,A2ML1,ENSG00000166535,ortholog_many2many,0,0
ENSDARG00000099285,5S_rRNA,,,,,
ENSDARG00000112608,5S_rRNA,,,,,
ENSDARG00000111861,,,,,,
ENSDARG00000098775,U1,RNU1-125P,ENSG00000252561,ortholog_one2many,0,
ENSDARG00000114865,,,,,,
ENSDARG00000090195,MTX3,MTX3,ENSG00000177034,ortholog_one2one,1,100
ENSDARG00000116289,5S_rRNA,,,,,
ENSDARG00000103861,5S_rRNA,,,,,
ENSDARG00000112387,,,,,,
ENSDARG00000116773,,,,,,
ENSDARG00000079323,RGMB,RGMB,ENSG00000174136,ortholog_one2one,1,0
ENSDARG00000080129,U6,RNU6-582P,ENSG00000199859,ortholog_one2one,0,
ENSDARG00000107885,5S_rRNA,,,,,
ENSDARG00000028087,aldh2.2,ALDH2,ENSG00000111275,ortholog_one2many,0,25
ENSDARG00000099409,ogfr1,OGFR,ENSG00000060491,ortholog_one2many,0,0
ENSDARG00000109674,,,,,,
ENSDARG00000099589,5S_rRNA,,,,,
ENSDARG00000114362,U6,,,,,
ENSDARG00000084535,5S_rRNA,,,,,
ENSDARG00000101012,,FCGBP,ENSG00000275395,ortholog_one2many,0,0
ENSDARG00000100197,zgc:171929,OVOL2,ENSG00000125850,ortholog_one2one,0,0
ENSDARG00000058993,ROCK1,ROCK1,ENSG00000067900,ortholog_one2one,1,0
ENSDARG00000110421,,,,,,
ENSDARG00000081880,5S_rRNA,,,,,
ENSDARG00000112265,5S_rRNA,,,,,
ENSDARG00000112901,U6,,,,,
ENSDARG00000112997,5S_rRNA,,,,,
ENSDARG00000106966,5S_rRNA,,,,,
ENSDARG00000090198,5S_rRNA,,,,,
ENSDARG00000102668,SLC16A5,SLC16A5,ENSG00000170190,ortholog_one2many,1,0
ENSDARG00000116794,psma5,,,,,
ENSDARG00000106258,SGCZ,SGCZ,ENSG00000185053,ortholog_one2one,1,50
ENSDARG00000089053,5S_rRNA,,,,,
ENSDARG00000110080,U6,,,,,
ENSDARG00000109882,,,,,,
ENSDARG00000054584,,,,,,
ENSDARG00000114512,pgp,,,,,
ENSDARG00000110145,5S_rRNA,,,,,
ENSDARG00000101722,LARP1,LARP1,ENSG00000155506,ortholog_one2one,1,25
ENSDARG00000111350,Metazoa_SRP,,,,,
ENSDARG00000116513,5S_rRNA,,,,,
ENSDARG00000114661,,,,,,
ENSDARG00000109638,,,,,,
ENSDARG00000115131,5S_rRNA,,,,,
ENSDARG00000103972,,TIGD1,ENSG00000221944,ortholog_many2many,0,0
ENSDARG00000103972,,TIGD6,ENSG00000164296,ortholog_many2many,0,0
